Timestamp,email,name_stud,gender,age,university,city,monthly_budget,rent,grocery,transportation,personal,misc,ef_knowledge,target_saving,wage_per_hour,tuition_fees_due_date,insurance_due_date,subway,starbucks,tacobell,walmart,notification_preferences
11/4/23 10:24,mary.young@gmail.com,Mary Young,Female,20,University of Texas at Austin,Austin,1221,362,29,60.60988201,55,21,Yes,926,19,12/24/23,12/5/23,Priority 3,Priority 2,Priority 4,Priority 1,SMS text
11/16/23 15:22,jamie.salas@gmail.com,Jamie Salas,Male,19,University of Virginia,Charlottesville,1004.876908,379,73,53,4,33,No,603.8204427,11,12/4/23,12/4/23,Priority 3,Priority 4,Priority 1,Priority 2,SMS text
11/23/23 23:59,jennifer.brandt@yahoo.com,Jennifer Brandt,Male,18,University of Illinois at Urbana-Champaign,Urbana and Champaign,815,565,85,26,46,33,Yes,681,18,12/15/23,12/10/23,Priority 4,Priority 2,Priority 1,Priority 3,SMS text
11/18/23 2:58,julia.allen@gmail.com,Julia Allen,Male,25,University of Virginia,Charlottesville,1210,977,83,6,120,59.76972387,Yes,796,12,12/7/23,12/7/23,Priority 1,Priority 4,Priority 3,Priority 2,Email
11/6/23 11:39,carol.vincent@gmail.com,Carol Vincent,Female,21,University of Florida,Gainesville,1261,886,59.7896289,99,104,51,Yes,1196,13,11/30/23,12/21/23,Priority 4,Priority 1,Priority 2,Priority 3,Email
11/8/23 7:30,elijah.cline@gmail.com,Elijah Cline,Male,27,Vanderbilt University,Nashville,1243,976,24,34,107,59.76972387,Yes,486,16,11/30/23,12/10/23,Priority 2,Priority 1,Priority 4,Priority 3,Email
11/11/23 23:14,julie.flowers@gmail.com,Julie Flowers,Female,30,San Jose State University,San Jose,1478,550,50,15,22,49,Yes,1386,10,11/30/23,12/4/23,Priority 2,Priority 1,Priority 4,Priority 3,SMS text
11/7/23 8:16,dylan.woods@gmail.com,Dylan Woods,Female,21,University of Texas at Austin,Austin,615,558,87,50,160,70,No,316,18,12/8/23,11/26/23,Priority 1,Priority 2,Priority 4,Priority 3,SMS text
11/8/23 14:32,carrie.taylor@gmail.com,Carrie Taylor,Female,21,Princeton University,Princeton,957,963,32,58,8,28,Yes,786,17,12/6/23,12/5/23,Priority 2,Priority 4,Priority 1,Priority 3,SMS text
11/10/23 12:02,michael.keith@gmail.com,Michael Keith,Male,29,University of Washington,Seattle,1087,423,30,5,120,29,Yes,603.8204427,10,11/29/23,11/29/23,Priority 3,Priority 2,Priority 1,Priority 4,Email
11/7/23 15:56,david.fleming@yahoo.com,David Fleming,Male,23,University of Miami,Coral Gables,1394,766,57,119,109,21,Yes,881,16,12/4/23,12/7/23,Priority 3,Priority 2,Priority 4,Priority 1,Email
11/5/23 5:11,rebecca.howard@gmail.com,Rebecca Howard,Male,27,Boston University,Boston,854,736,72,7,192,59.76972387,No,226,12,12/15/23,12/8/23,Priority 4,Priority 1,Priority 3,Priority 2,Email
10/29/23 12:57,katrina.martinez@gmail.com,Katrina Martinez,Female,29,University of Florida,Gainesville,508,502,59.7896289,108,32,59.76972387,Yes,401,15,12/16/23,11/25/23,Priority 2,Priority 1,Priority 4,Priority 3,Email
11/11/23 19:42,brittany.mcclain@gmail.com,Brittany Mcclain,Female,27,"University of Maryland, College Park",College Park,1482,353,46,22,184,92,Yes,221,15,12/18/23,12/6/23,Priority 2,Priority 3,Priority 4,Priority 1,SMS text
11/8/23 22:01,tyler.long@gmail.com,Tyler Long,Female,18,Massachusetts Institute of Technology (MIT),Cambridge,949,719,25,8,133,92,No,836,17,11/25/23,12/8/23,Priority 2,Priority 4,Priority 3,Priority 1,Email
11/15/23 23:52,david.singleton@gmail.com,David Singleton,Male,20,New York University (NYU),New York,1296,392,79,102,152,56,No,236,17,12/19/23,12/8/23,Priority 3,Priority 4,Priority 2,Priority 1,Email
11/22/23 7:39,janice.ruiz@gmail.com,Janice Ruiz,Female,19,San Jose State University,San Jose,1004.876908,825,34,86,7,59.76972387,Yes,603.8204427,18,12/19/23,12/7/23,Priority 1,Priority 3,Priority 4,Priority 2,Email
11/4/23 22:11,mario.cole@gmail.com,Mario Cole,Female,28,Washington University in St. Louis,St. Louis,923,658,43,78,128,94,No,606,15,12/5/23,11/27/23,Priority 4,Priority 3,Priority 2,Priority 1,SMS text
11/5/23 2:41,jennifer.murphy@gmail.com,Jennifer Murphy,Male,30,Harvard University,Cambridge,1402,455,93,88,188,89,No,1256,15,11/28/23,11/29/23,Priority 2,Priority 3,Priority 4,Priority 1,SMS text
11/22/23 15:52,amy.church@gmail.com,Amy Church,Female,24,Yale University,New Haven,1233,676.3312086,51,93,57,38,Yes,603.8204427,19,12/16/23,12/21/23,Priority 1,Priority 2,Priority 3,Priority 4,SMS text
11/6/23 11:28,kimberly.bishop@gmail.com,Kimberly Bishop,Male,18,California Institute of Technology (Caltech),Pasadena,1194,941,100,48,62,35,Yes,603.8204427,18,12/16/23,12/6/23,Priority 1,Priority 4,Priority 2,Priority 3,Email
11/15/23 23:29,carol.freeman@gmail.com,Carol Freeman,Male,30,University of Notre Dame,Notre Dame,837,516,70,91,95,48,No,441,20,12/19/23,12/16/23,Priority 1,Priority 3,Priority 4,Priority 2,SMS text
10/29/23 0:10,dylan.harper@yahoo.com,Dylan Harper,Female,30,Vanderbilt University,Nashville,1330,669,32,60.60988201,9,98,No,416,18,12/2/23,12/5/23,Priority 1,Priority 2,Priority 4,Priority 3,Email
11/2/23 12:45,dylan.vasquez@gmail.com,Dylan Vasquez,Male,22,Stanford University,Stanford,1069,500,58,10,11,30,Yes,936,13,12/19/23,11/29/23,Priority 2,Priority 4,Priority 3,Priority 1,Email
11/4/23 1:04,erin.edwards@gmail.com,Erin Edwards,Female,29,University of North Carolina at Chapel Hill (UNC Chapel Hill),Chapel Hill,1331,856,43,15,100,94,Yes,476,19,11/28/23,12/24/23,Priority 2,Priority 4,Priority 3,Priority 1,Email
11/22/23 1:48,sean.collins@gmail.com,Sean Collins,Female,28,"University of California, Berkeley (UC Berkeley)",Berkeley,1291,910,25,82,178,86,Yes,1086,11,12/21/23,12/8/23,Priority 4,Priority 2,Priority 1,Priority 3,SMS text
11/7/23 16:37,victoria.torres@yahoo.com,Victoria Torres,Female,25,University of Texas at Austin,Austin,1034,529,34,60.60988201,132,59.76972387,Yes,821,15,12/7/23,11/25/23,Priority 3,Priority 4,Priority 1,Priority 2,Email
11/18/23 18:38,michael.anderson@gmail.com,Michael Anderson,Female,18,Vanderbilt University,Nashville,726,876,73,60.60988201,143,62,No,706,18,12/6/23,11/29/23,Priority 2,Priority 1,Priority 4,Priority 3,Email
11/16/23 9:33,bryce.nelson@gmail.com,Bryce Nelson,Male,26,Duke University,Durham,1004,676.3312086,71,49,134,22,No,926,14,12/21/23,12/5/23,Priority 4,Priority 2,Priority 1,Priority 3,Email
11/20/23 4:40,allison.baker@gmail.com,Allison Baker,Female,22,Vanderbilt University,Nashville,681,432,86,117,34,92,No,576,17,11/27/23,12/5/23,Priority 2,Priority 4,Priority 3,Priority 1,Email
11/22/23 21:14,desiree.cook@gmail.com,Desiree Cook,Female,30,Princeton University,Princeton,798,676.3312086,62,78,156,49,Yes,626,18,11/28/23,12/12/23,Priority 2,Priority 4,Priority 3,Priority 1,Email
11/2/23 13:51,stacey.hill@gmail.com,Stacey Hill,Female,30,"University of California, San Diego (UCSD)",San Diego,716,676.3312086,71,59,26,84,Yes,681,13,11/25/23,12/15/23,Priority 1,Priority 3,Priority 2,Priority 4,Email
10/31/23 0:51,cory.beard@gmail.com,Cory Beard,Male,22,Johns Hopkins University,Baltimore,1126,532,58,66,52,20,Yes,206,14,12/15/23,12/1/23,Priority 2,Priority 1,Priority 3,Priority 4,SMS text
11/4/23 1:36,michelle.clark@gmail.com,Michelle Clark,Male,28,"University of Michigan, Ann Arbor",Ann Arbor,1118,759,59.7896289,104,98,47,Yes,911,18,12/17/23,12/5/23,Priority 2,Priority 1,Priority 3,Priority 4,Email
11/9/23 19:23,kylie.phillips@gmail.com,Kylie Phillips,Male,30,University of Georgia,Athens,560,926,80,16,83,98,No,426,15,12/23/23,11/29/23,Priority 3,Priority 1,Priority 4,Priority 2,Email
11/22/23 16:41,shirley.johnson@gmail.com,Shirley Johnson,Female,27,University of Illinois at Urbana-Champaign,Urbana and Champaign,1038,680,43,54,127,37,Yes,201,18,12/8/23,12/16/23,Priority 4,Priority 1,Priority 3,Priority 2,SMS text
11/7/23 2:06,valerie.cox@gmail.com,Valerie Cox,Male,20,"University of California, Berkeley (UC Berkeley)",Berkeley,703,665,63,95,98.48837784,52,No,346,17,12/18/23,11/25/23,Priority 2,Priority 4,Priority 3,Priority 1,SMS text
10/29/23 2:18,rachel.daniels@gmail.com,Rachel Daniels,Male,19,University of Virginia,Charlottesville,1168,676.3312086,59.7896289,78,49,23,No,411,16,12/19/23,11/30/23,Priority 1,Priority 2,Priority 3,Priority 4,SMS text
11/1/23 1:03,james.parker@gmail.com,James Parker,Female,23,California Institute of Technology (Caltech),Pasadena,867,648,91,88,199,72,No,301,20,12/19/23,12/16/23,Priority 4,Priority 1,Priority 2,Priority 3,Email
11/16/23 17:21,thomas.haynes@gmail.com,Thomas Haynes,Male,26,Cornell University,Ithaca,1381,739,59.7896289,1,158,35,Yes,316,16,12/19/23,12/6/23,Priority 2,Priority 1,Priority 3,Priority 4,Email
11/9/23 1:41,alyssa.wood@gmail.com,Alyssa Wood,Female,25,Brown University,Providence,1063,951,52,21,48,31,No,716,18,12/24/23,12/8/23,Priority 4,Priority 1,Priority 3,Priority 2,Email
10/29/23 12:15,robin.turner@gmail.com,Robin Turner,Female,18,San Jose State University,San Jose,859,717,32,41,102,95,No,821,13,12/23/23,12/11/23,Priority 3,Priority 1,Priority 2,Priority 4,SMS text
11/1/23 0:02,rebekah.mccall@gmail.com,Rebekah Mccall,Male,18,University of Texas at Austin,Austin,1004.876908,532,45,113,199,59.76972387,Yes,603.8204427,13,12/24/23,12/22/23,Priority 1,Priority 2,Priority 3,Priority 4,SMS text
11/8/23 7:22,andrea.jones@gmail.com,Andrea Jones,Female,24,Massachusetts Institute of Technology (MIT),Cambridge,663,831,99,109,81,75,No,291,13,12/17/23,12/7/23,Priority 1,Priority 4,Priority 2,Priority 3,SMS text
10/30/23 12:47,christopher.calhoun@gmail.com,Christopher Calhoun,Male,26,San Jose State University,San Jose,1469,402,92,4,98.48837784,58,Yes,731,12,12/4/23,12/11/23,Priority 3,Priority 1,Priority 2,Priority 4,Email
11/13/23 14:49,yolanda.campbell@gmail.com,Yolanda Campbell,Male,18,San Jose State University,San Jose,925,764,30,64,128,78,No,586,10,12/23/23,12/16/23,Priority 4,Priority 3,Priority 2,Priority 1,Email
11/9/23 4:02,edward.moore@gmail.com,Edward Moore,Female,18,Emory University,Atlanta,600,840,28,42,29,65,No,603.8204427,12,12/9/23,12/16/23,Priority 4,Priority 2,Priority 3,Priority 1,Email
11/8/23 12:55,christopher.rios@gmail.com,Christopher Rios,Female,28,Washington University in St. Louis,St. Louis,537,682,40,57,175,66,Yes,336,13,12/24/23,12/13/23,Priority 2,Priority 1,Priority 4,Priority 3,SMS text
11/15/23 15:44,willie.gordon@gmail.com,Willie Gordon,Male,24,University of Florida,Gainesville,1074,574,99,30,101,99,No,811,15,12/23/23,12/16/23,Priority 3,Priority 1,Priority 4,Priority 2,SMS text
11/8/23 8:33,kristin.cantu@gmail.com,Kristin Cantu,Female,30,"University of California, San Diego (UCSD)",San Diego,1048,777,69,115,25,42,No,236,19,11/30/23,11/29/23,Priority 2,Priority 1,Priority 3,Priority 4,Email
11/11/23 18:58,chad.moore@gmail.com,Chad Moore,Female,24,University of Wisconsin-Madison,Madison,771,705,20,33,113,76,Yes,416,19,12/23/23,12/2/23,Priority 1,Priority 3,Priority 4,Priority 2,Email
11/18/23 18:45,tanya.coffey@gmail.com,Tanya Coffey,Male,25,Duke University,Durham,1379,837,53,56,57,59.76972387,No,581,15,12/14/23,12/1/23,Priority 4,Priority 2,Priority 1,Priority 3,Email
11/17/23 3:24,brenda.nguyen@gmail.com,Brenda Nguyen,Female,27,University of Florida,Gainesville,1297,603,63,105,185,29,Yes,321,14,12/23/23,12/1/23,Priority 4,Priority 1,Priority 2,Priority 3,SMS text
11/4/23 18:48,tracy.gutierrez@gmail.com,Tracy Gutierrez,Male,23,Princeton University,Princeton,836,971,59.7896289,60.60988201,99,89,Yes,541,10,12/3/23,11/29/23,Priority 2,Priority 4,Priority 1,Priority 3,Email
11/14/23 12:52,john.boyd@gmail.com,John Boyd,Female,30,Ohio State University,Columbus,1004.876908,991,34,101,92,21,Yes,603.8204427,15,12/15/23,12/22/23,Priority 4,Priority 2,Priority 1,Priority 3,Email
10/29/23 10:34,david.jones@gmail.com,David Jones,Female,27,Princeton University,Princeton,901,885,87,100,155,22,Yes,706,12,12/23/23,11/29/23,Priority 4,Priority 2,Priority 1,Priority 3,SMS text
11/22/23 16:57,steven.shaffer@gmail.com,Steven Shaffer,Male,20,Stanford University,Stanford,1081,676.3312086,30,117,132,51,No,681,13,12/13/23,11/29/23,Priority 2,Priority 3,Priority 1,Priority 4,Email
10/29/23 15:32,jamie.blake@gmail.com,Jamie Blake,Male,28,University of Pennsylvania (UPenn),Philadelphia,1232,510,88,41,51,29,No,656,12,11/26/23,12/10/23,Priority 4,Priority 1,Priority 2,Priority 3,Email
11/20/23 23:23,brandon.bennett@gmail.com,Brandon Bennett,Female,27,Cornell University,Ithaca,1105,778,82,23,50,30,Yes,1091,14,11/30/23,12/19/23,Priority 1,Priority 2,Priority 4,Priority 3,Email
11/14/23 23:47,kiara.reid@gmail.com,Kiara Reid,Male,29,Georgetown University,"Washington, D.C.",1426,606,21,50,115,60,Yes,603.8204427,15,12/14/23,12/16/23,Priority 4,Priority 1,Priority 2,Priority 3,SMS text
10/29/23 11:59,lori.reyes@yahoo.com,Lori Reyes,Male,26,Vanderbilt University,Nashville,605,521,64,112,77,63,No,541,16,12/7/23,12/23/23,Priority 4,Priority 3,Priority 2,Priority 1,SMS text
11/6/23 14:09,cindy.johnson@gmail.com,Cindy Johnson,Female,22,University of Southern California (USC),Los Angeles,1214,730,41,61,27,93,No,646,11,12/7/23,11/26/23,Priority 1,Priority 3,Priority 4,Priority 2,Email
11/23/23 19:05,richard.doyle@hotmail.com,Richard Doyle,Female,28,University of Georgia,Athens,681,676.3312086,31,56,13,84,Yes,596,10,11/26/23,12/10/23,Priority 1,Priority 2,Priority 3,Priority 4,SMS text
11/3/23 14:56,megan.roth@gmail.com,Megan Roth,Male,26,Ohio State University,Columbus,1405,663,89,60.60988201,157,52,No,666,19,12/19/23,11/25/23,Priority 3,Priority 4,Priority 1,Priority 2,Email
11/2/23 20:30,elizabeth.mcdonald@gmail.com,Elizabeth Mcdonald,Female,22,University of Pennsylvania (UPenn),Philadelphia,1355,499,59.7896289,116,12,37,No,603.8204427,13,12/19/23,12/24/23,Priority 1,Priority 3,Priority 2,Priority 4,SMS text
11/14/23 8:52,ashley.estrada@gmail.com,Ashley Estrada,Male,26,Emory University,Atlanta,937,365,41,20,145,77,No,221,20,12/13/23,11/27/23,Priority 2,Priority 3,Priority 4,Priority 1,Email
11/6/23 17:08,joseph.elliott@gmail.com,Joseph Elliott,Female,29,Columbia University,New York,875,449,59.7896289,52,40,95,Yes,761,15,12/16/23,12/23/23,Priority 1,Priority 3,Priority 2,Priority 4,SMS text
11/8/23 15:35,michelle.hernandez@gmail.com,Michelle Hernandez,Female,20,University of Southern California (USC),Los Angeles,1214,729,83,60,13,47,No,526,15,12/1/23,11/29/23,Priority 1,Priority 3,Priority 2,Priority 4,Email
11/3/23 1:05,margaret.jackson@yahoo.com,Margaret Jackson,Male,26,Johns Hopkins University,Baltimore,622,864,37,60.60988201,8,59.76972387,No,201,14,12/15/23,12/22/23,Priority 3,Priority 2,Priority 4,Priority 1,SMS text
11/23/23 10:53,kevin.cole@gmail.com,Kevin Cole,Female,22,University of Arizona,Tucson,1210,420,76,86,44,93,Yes,616,17,12/1/23,12/23/23,Priority 1,Priority 3,Priority 4,Priority 2,Email
11/1/23 19:34,michael.pratt@gmail.com,Michael Pratt,Female,21,University of Wisconsin-Madison,Madison,979,654,25,97,98.48837784,20,No,236,12,12/20/23,11/30/23,Priority 3,Priority 2,Priority 1,Priority 4,Email
11/11/23 3:18,holly.jimenez@gmail.com,Holly Jimenez,Female,28,Carnegie Mellon University,Pittsburgh,1476,817,69,115,130,72,Yes,301,12,12/5/23,12/7/23,Priority 1,Priority 4,Priority 3,Priority 2,SMS text
11/6/23 19:13,tracy.rios@gmail.com,Tracy Rios,Female,25,Northwestern University,Evanston,530,676.3312086,62,26,180,81,No,346,10,12/13/23,12/4/23,Priority 2,Priority 3,Priority 1,Priority 4,Email
11/2/23 10:09,mary.hoover@gmail.com,Mary Hoover,Female,21,University of Texas at Austin,Austin,543,676.3312086,49,18,179,93,No,431,13,12/6/23,12/23/23,Priority 2,Priority 3,Priority 4,Priority 1,SMS text
11/1/23 17:35,kevin.taylor@gmail.com,Kevin Taylor,Female,19,"University of California, San Diego (UCSD)",San Diego,1012,582,88,79,146,33,Yes,886,10,12/22/23,12/4/23,Priority 4,Priority 1,Priority 3,Priority 2,SMS text
11/18/23 2:42,kristina.patel@gmail.com,Kristina Patel,Male,28,"University of Michigan, Ann Arbor",Ann Arbor,1393,907,67,62,158,23,Yes,1081,13,12/5/23,12/17/23,Priority 4,Priority 2,Priority 1,Priority 3,Email
11/19/23 17:50,lindsay.woodard@gmail.com,Lindsay Woodard,Female,25,Georgetown University,"Washington, D.C.",824,783,69,34,10,24,No,606,20,11/25/23,12/23/23,Priority 1,Priority 4,Priority 2,Priority 3,Email
11/22/23 0:20,stephen.campbell@gmail.com,Stephen Campbell,Female,28,"University of California, Los Angeles (UCLA)",Los Angeles,900,647,87,99,45,64,Yes,506,15,12/5/23,12/1/23,Priority 3,Priority 1,Priority 4,Priority 2,Email
11/2/23 4:43,mia.smith@gmail.com,Mia Smith,Female,29,Johns Hopkins University,Baltimore,601,516,45,100,98.48837784,59.76972387,Yes,603.8204427,16,12/15/23,12/12/23,Priority 1,Priority 3,Priority 2,Priority 4,Email
11/1/23 5:47,valerie.dawson@gmail.com,Valerie Dawson,Female,25,Columbia University,New York,597,947,90,105,54,79,No,391,11,12/15/23,12/16/23,Priority 1,Priority 2,Priority 4,Priority 3,SMS text
11/1/23 10:03,sheri.church@gmail.com,Sheri Church,Female,30,"University of California, Los Angeles (UCLA)",Los Angeles,908,676.3312086,96,62,20,21,No,786,20,11/26/23,12/15/23,Priority 3,Priority 1,Priority 2,Priority 4,Email
11/11/23 9:59,shawn.kennedy@gmail.com,Shawn Kennedy,Female,27,"University of California, San Diego (UCSD)",San Diego,741,927,83,60.60988201,81,70,Yes,351,12,11/30/23,12/21/23,Priority 3,Priority 2,Priority 1,Priority 4,SMS text
11/1/23 17:56,melody.brewer@gmail.com,Melody Brewer,Female,22,University of Virginia,Charlottesville,590,845,52,69,114,59.76972387,No,603.8204427,13,12/8/23,12/24/23,Priority 2,Priority 3,Priority 4,Priority 1,Email
11/21/23 4:53,angela.holt@gmail.com,Angela Holt,Male,29,Emory University,Atlanta,802,358,29,35,84,96,Yes,741,17,12/22/23,12/23/23,Priority 1,Priority 4,Priority 3,Priority 2,SMS text
11/19/23 7:48,miranda.brown@gmail.com,Miranda Brown,Female,19,University of Georgia,Athens,947,676.3312086,35,89,47,22,No,231,10,12/10/23,12/3/23,Priority 2,Priority 1,Priority 4,Priority 3,Email
11/3/23 20:44,barry.davila@yahoo.com,Barry Davila,Female,27,Washington University in St. Louis,St. Louis,979,676.3312086,41,115,37,61,No,246,17,11/25/23,12/4/23,Priority 3,Priority 1,Priority 4,Priority 2,SMS text
11/14/23 3:23,scott.perry@gmail.com,Scott Perry,Female,25,Georgetown University,"Washington, D.C.",556,454,95,62,31,47,Yes,211,15,12/17/23,12/17/23,Priority 1,Priority 2,Priority 4,Priority 3,SMS text
11/4/23 8:39,lauren.jackson@gmail.com,Lauren Jackson,Male,23,Ohio State University,Columbus,1460,845,45,77,175,99,Yes,1126,17,12/5/23,12/21/23,Priority 4,Priority 3,Priority 2,Priority 1,SMS text
11/3/23 10:25,jeff.johnson@gmail.com,Jeff Johnson,Male,25,Columbia University,New York,792,760,20,60.60988201,191,86,Yes,726,12,12/17/23,11/26/23,Priority 3,Priority 1,Priority 4,Priority 2,SMS text
11/22/23 12:27,john.stewart@gmail.com,John Stewart,Male,29,University of Southern California (USC),Los Angeles,1465,550,60,90,23,63,No,546,10,12/19/23,12/9/23,Priority 3,Priority 1,Priority 2,Priority 4,SMS text
11/20/23 6:57,jason.brown@gmail.com,Jason Brown,Male,27,"University of California, Los Angeles (UCLA)",Los Angeles,1428,876,93,8,98.48837784,30,No,361,15,12/14/23,12/23/23,Priority 2,Priority 3,Priority 1,Priority 4,Email
11/16/23 8:12,veronica.wood@gmail.com,Veronica Wood,Female,20,Columbia University,New York,801,491,62,49,98.48837784,20,Yes,711,12,12/18/23,12/23/23,Priority 4,Priority 3,Priority 2,Priority 1,Email
10/30/23 11:09,sara.baker@gmail.com,Sara Baker,Female,24,University of Chicago,Chicago,1004.876908,676.3312086,90,30,103,59.76972387,No,603.8204427,16,12/3/23,11/27/23,Priority 3,Priority 4,Priority 1,Priority 2,SMS text
11/18/23 3:51,jill.jackson@gmail.com,Jill Jackson,Female,30,Northwestern University,Evanston,1004.876908,627,85,120,16,45,No,603.8204427,16,12/3/23,12/15/23,Priority 3,Priority 2,Priority 1,Priority 4,Email
11/21/23 15:52,gloria.parker@yahoo.com,Gloria Parker,Male,25,University of Virginia,Charlottesville,1224,670,64,18,114,56,Yes,986,13,12/6/23,12/23/23,Priority 4,Priority 3,Priority 2,Priority 1,SMS text
11/23/23 15:20,scott.berry@gmail.com,Scott Berry,Female,28,University of Notre Dame,Notre Dame,1138,676.3312086,41,82,59,80,No,226,18,12/24/23,12/5/23,Priority 2,Priority 1,Priority 3,Priority 4,SMS text
11/22/23 20:00,stephanie.stanley@gmail.com,Stephanie Stanley,Female,27,New York University (NYU),New York,943,957,29,22,139,84,No,906,20,12/7/23,11/25/23,Priority 2,Priority 3,Priority 1,Priority 4,Email
10/30/23 9:10,kimberly.hicks@hotmail.com,Kimberly Hicks,Female,20,University of Georgia,Athens,649,989,96,71,47,40,Yes,226,16,11/26/23,12/20/23,Priority 4,Priority 3,Priority 1,Priority 2,Email
10/31/23 21:24,james.moore@gmail.com,James Moore,Male,30,"University of California, Los Angeles (UCLA)",Los Angeles,683,821,86,51,70,20,No,603.8204427,15,12/2/23,12/12/23,Priority 4,Priority 3,Priority 1,Priority 2,SMS text
11/17/23 23:51,albert.wagner@hotmail.com,Albert Wagner,Female,21,University of Illinois at Urbana-Champaign,Urbana and Champaign,1052,352,64,60.60988201,40,59.76972387,No,711,13,11/27/23,12/13/23,Priority 3,Priority 2,Priority 1,Priority 4,Email
11/21/23 12:37,alex.jones@gmail.com,Alex Jones,Female,28,University of Georgia,Athens,694,790,71,40,75,72,No,256,12,12/24/23,12/12/23,Priority 2,Priority 4,Priority 3,Priority 1,SMS text
10/30/23 11:58,chad.lopez@gmail.com,Chad Lopez,Male,21,University of Notre Dame,Notre Dame,1147,970,99,60.60988201,115,88,No,491,20,12/16/23,11/27/23,Priority 1,Priority 2,Priority 4,Priority 3,Email
10/31/23 4:55,luis.smith@gmail.com,Luis Smith,Female,22,Northwestern University,Evanston,1170,981,47,0,34,39,Yes,671,14,12/2/23,11/25/23,Priority 1,Priority 4,Priority 3,Priority 2,SMS text
11/12/23 0:06,kevin.king@gmail.com,Kevin King,Male,24,University of Washington,Seattle,1271,756,58,74,155,59.76972387,Yes,906,14,11/30/23,12/7/23,Priority 1,Priority 2,Priority 3,Priority 4,Email
11/7/23 3:21,charles.cherry@gmail.com,Charles Cherry,Female,22,Stanford University,Stanford,1107,730,90,44,191,69,Yes,696,19,12/7/23,12/23/23,Priority 2,Priority 3,Priority 1,Priority 4,Email
10/29/23 13:56,tammy.parsons@gmail.com,Tammy Parsons,Male,25,University of Pennsylvania (UPenn),Philadelphia,1042,676.3312086,22,50,171,70,Yes,586,20,12/10/23,12/2/23,Priority 1,Priority 4,Priority 3,Priority 2,Email
11/24/23 1:00,christopher.mosley@gmail.com,Christopher Mosley,Female,26,University of Southern California (USC),Los Angeles,1113,548,41,111,42,61,No,971,18,12/9/23,11/28/23,Priority 2,Priority 1,Priority 3,Priority 4,Email
10/31/23 11:51,kevin.ray@gmail.com,Kevin Ray,Female,27,Yale University,New Haven,1036,514,47,50,98.48837784,59.76972387,No,986,16,11/25/23,12/21/23,Priority 1,Priority 2,Priority 4,Priority 3,SMS text
11/16/23 23:38,katherine.smith@gmail.com,Katherine Smith,Female,24,Boston University,Boston,688,586,71,3,94,98,No,236,18,12/2/23,12/21/23,Priority 2,Priority 1,Priority 3,Priority 4,Email
11/18/23 22:10,jeffrey.mcintosh@gmail.com,Jeffrey Mcintosh,Female,22,Duke University,Durham,661,968,59.7896289,113,161,59.76972387,No,461,11,12/5/23,12/22/23,Priority 2,Priority 1,Priority 4,Priority 3,SMS text
